bank,slippage_type,liquidator_premium_perc,tail_risk_profitability_capacity_native,tail_risk_profitability_capacity_native_raw,forecast_timesteps,active_asset_limit_native,weight_current,weight_adj_for_calcs,daily_cVaR_percent_raw,daily_displaced_at_risk_native,daily_liquidator_capacity_native,cvar-nrmse_in_perc,cvar-mape_in_perc,cvar-smape_in_perc,cvar-r_squared,cvar-len_price_data,market_depth-nrmse_in_perc,market_depth-mape_in_perc,market_depth-smape_in_perc,market_depth-r_squared,market_depth-len_price_data,environment,full_llm_response,current_actual_bank_limit_native,final_tail_risk_optimized_profitable_trade_size_native,final_premium_exceeding_day_percent,final_daily_cVaR_percent,final_target_limit_native
JLP,sell,2.5,174196.56602679173,174196.56602679173,24,217504.2643421407,0.65,0.65,-13.771346931256637,39434.225219846885,7749465.835341856,52.44606340466659,8.821544805157718,9.319283263099416,-4.448244779519843,293 days 02:00:00,73.1581693934686,52.42552640580149,78.9302417579485,-6.224315258661672,226 days 00:15:00,production,,5000000.0,16144.720490295533,0.0,-27.89280430122133,982581221.279025
