bank,slippage_type,liquidator_premium_perc,tail_risk_profitability_capacity_native,tail_risk_profitability_capacity_native_raw,forecast_timesteps,active_asset_limit_native,weight_current,weight_adj_for_calcs,daily_cVaR_percent_raw,daily_displaced_at_risk_native,daily_liquidator_capacity_native,cvar-nrmse_in_perc,cvar-mape_in_perc,cvar-smape_in_perc,cvar-r_squared,cvar-len_price_data,market_depth-nrmse_in_perc,market_depth-mape_in_perc,market_depth-smape_in_perc,market_depth-r_squared,market_depth-len_price_data,environment,full_llm_response,current_actual_bank_limit_native,final_tail_risk_optimized_profitable_trade_size_native,final_premium_exceeding_day_percent,final_daily_cVaR_percent,final_target_limit_native
MNDE,buy,2.5,1345.509255951485,1345.509255951485,24,121880.48252035043,1.75,1.75,-64.61356884391547,590381.4010453704,118503.53221469837,23.707991952306195,46.13832911159309,37.1214483496576,-1.6421396584697079,910 days 01:00:00,17.651152440079567,138.74592939793712,28.799747072458352,0.2626381926419119,139 days 02:10:00,production,,122704.0,1345.509255951485,81.65138160970604,276.7964104023179,24629.599426955687
