bank,slippage_type,liquidator_premium_perc,tail_risk_profitability_capacity_native,tail_risk_profitability_capacity_native_raw,forecast_timesteps,active_asset_limit_native,weight_current,weight_adj_for_calcs,daily_cVaR_percent_raw,daily_displaced_at_risk_native,daily_liquidator_capacity_native,cvar-nrmse_in_perc,cvar-mape_in_perc,cvar-smape_in_perc,cvar-r_squared,cvar-len_price_data,market_depth-nrmse_in_perc,market_depth-mape_in_perc,market_depth-smape_in_perc,market_depth-r_squared,market_depth-len_price_data,environment,full_llm_response,current_actual_bank_limit_native,final_tail_risk_optimized_profitable_trade_size_native,final_premium_exceeding_day_percent,final_daily_cVaR_percent,final_target_limit_native
Bonk,sell,2.5,1533936035.1862316,1533936035.1862316,24,367727196621.3892,0.65,0.65,22.206567690623242,136976021953.03764,736289296889.3911,48.70567867598601,51.495752080573865,37.24283288153423,-5.739828078951672,616 days 13:00:00,566.6620908099745,329.58514770296637,186.8499459926784,-893.0676676304042,225 days 10:05:00,production,,1000000000000.0,1533936035.1862316,0.0,-57.306705460564864,5375315229564.986
