bank,slippage_type,liquidator_premium_perc,tail_risk_profitability_capacity_native,tail_risk_profitability_capacity_native_raw,forecast_timesteps,active_asset_limit_native,weight_current,weight_adj_for_calcs,daily_cVaR_percent_raw,daily_displaced_at_risk_native,daily_liquidator_capacity_native,cvar-nrmse_in_perc,cvar-mape_in_perc,cvar-smape_in_perc,cvar-r_squared,cvar-len_price_data,market_depth-nrmse_in_perc,market_depth-mape_in_perc,market_depth-smape_in_perc,market_depth-r_squared,market_depth-len_price_data,environment,full_llm_response,current_actual_bank_limit_native,final_tail_risk_optimized_profitable_trade_size_native,final_premium_exceeding_day_percent,final_daily_cVaR_percent,final_target_limit_native
BLZE,sell,2.5,10026658.383206028,10026658.383206028,24,12518712955.649525,0.0,1,-43.98989203305356,10798719690.068449,0.0,37.12835165370529,32.547998340229576,42.77656116784873,-1.233447787610816,295 days 06:00:00,51.171584415030836,36.24779345137351,43.34725777080147,-2.393617414262579,140 days 05:05:00,production,,2000000000.0,10026658.383206028,100.0,-86.26062222470829,0.0
